81964,1
82038,5
82039,5
82041,16
493541,68
1249704,17
82775,1
1248997,13
82890,17
82790,13
82799,14
334457,130
82810,1
82811,1
82812,17
82816,1
82824,9
449797,13
82829,2
82830,6
82831,5
103125,82
82840,3
82844,5
82845,7
82786,1
82892,2
82896,6
82899,2
83178,5
82841,2
84247,4
85249,19
85250,4
85283,4
85289,9
82042,2
85299,4
85325,5
85348,12
85356,3
82042,5
85415,1
85418,13
85419,10
85466,17
85487,1
85539,4
1023125,23
85559,1
85479,5
85569,14
85578,3
85596,1
82827,5
83388,6
82782,18
82846,1
85489,5
85490,5
277639,12
85620,2
487184,17
85624,14
85625,5
85626,13
277556,2
493541,28
277639,67
85695,11
501612,15
85720,1
102776,86
85758,6
85982,4
85715,14
91563,1
92640,1
498066,12
490288,1
168905,135
274298,11
274437,3
274554,4
274653,4
274798,4
277556,12
275016,7
277433,12
277453,9
277707,5
311896,5
85723,6
277494,13
277523,14
277524,2
277554,3
97352,6
277566,19
85689,13
277575,2
277592,5
277640,5
277643,5
277645,5
277648,5
277655,14
277687,14
277691,1
277695,17
277720,11
303030,2
303901,9
277568,6
277471,11
89815,6
274903,6
277484,6
85622,6
277661,6
277458,11
85704,6
304421,19
304865,5
305531,16
477989,17
306528,1
334775,11
308182,11
308661,6
309648,13
334670,10
500637,81
311173,7
311183,7
85565,1
334758,4
333007,5
312184,5
312320,2
333070,1
333445,14
333936,9
334670,64
484527,21
334457,9
85479,67
334519,11
334614,9
334639,6
334766,1
306635,16
334671,2
334674,17
306635,3
306136,6
334683,1
495960,12
334687,1
102783,87
334716,19
335036,6
334679,6
334744,1
334745,6
335010,15
334747,13
334746,21
334748,16
334749,9
334764,13
334779,6
334799,11
334905,2
335008,13
335022,1
334030,13
521742,5
311472,9
335090,15
334682,9
335057,5
334743,7
335097,7
335108,2
335109,11
335116,1
335125,14
401541,1
432468,11
456582,5
496290,12
544028,3
567756,1
277433,67
1249110,23
93554,9
93554,5
168905,15
521742,15
103632,88
495976,6
509514,1
490168,4
478045,64
512878,5
489752,9
277698,4
1247788,26
502473,15
500637,15
478133,17
502590,15
538364,11
495159,13
497607,9
460286,81
744969,5
747192,14
491503,11
483090,3
498662,3
498647,3
334519,11
508588,13
763903,13
490656,13
493472,13
748261,14
334086,16
494387,17
464348,4
518511,5
95212,1
468818,6
495688,1
521329,13
482888,11
481337,2
486872,5
493387,6
498870,11
335121,11
499544,6
474656,9
482133,14
1247590,4
480360,6
34087,19
519417,17
503467,6
363328,6
490401,3
496290,67
489280,7
488669,2
489613,3
744623,9
495364,10
1249111,24
483240,17
1247706,13
494438,5
515622,5
468848,8
464306,7
370642,88
1025503,138
479458,17
490261,11
425771,11
509401,19
754936,5
479245,12
485383,19
82808,5
498145,12
485858,6
498238,6
499010,7
519029,5
506622,2
481911,3
458758,7
464330,8
474210,12
759643,11
485334,7
537091,5
1247666,13
493684,3
1048502,22
1247678,25
518208,11
1247679,9
495726,6
478542,11
501610,6
486405,6
519069,11
495347,8
1247561,11
490402,11
506630,6
449089,14
749794,21
1247743,19
103635,88
82040,5
1249704,24
498066,67
1247780,23
303478,12
497699,9
493541,13
1247812,7
493402,3
1247816,9
82040,5
1247823,26
536622,5
312184,5
483000,11
85554,11
517798,7
482215,1
1247788,23
540979,9
766156,15
520397,9
247853,5
489348,18
469737,15
513055,5
489721,18
498541,14
513562,14
478115,5
520502,6
530544,13
1248010,8
479638,28
1248027,22
1248028,27
466052,4
498711,8
489143,8
481980,1
479396,5
489245,10
1247939,13
488437,17
484812,2
532298,4
1248086,11
498182,8
748777,6
487601,3
439359,2
488841,8
507018,19
509866,13
505832,6
502350,1
484740,11
1248067,6
833689,29
757943,8
479386,17
485097,15
506386,10
482384,10
520891,9
1007446,138
85637,8
734652,17
1248538,27
460286,15
383312,15
1248544,5
506148,17
500097,12
1248559,5
1248567,17
62088,19
277556,67
1007446,23
486626,1
518960,1
1013550,27
1248668,24
1248670,8
498009,1
488524,17
482133,132
512115,17
481695,10
520040,5
492085,14
519634,8
1022471,27
1248804,76
734652,17
489737,7
334746,21
483168,17
505920,17
1249112,24
489917,7
494781,1
405216,5
494204,8
481787,10
453211,11
519213,8
1248808,23
452111,17
483600,9
85607,12
502590,81
484723,14
334782,12
498009,1
491857,8
476488,9
484881,6
495251,6
335077,11
478045,10
902202,65
85479,12
277661,67
82842,4
748261,132
481337,10
485097,81
490402,19
335057,14
1248067,30
82782,17
484740,19
486552,11
486552,10
486872,13
277661,12
277458,10
498870,13
85704,12
335121,19
495251,6
499544,12
334743,30
334743,7
506630,14
335077,11
335077,17
277484,6
277484,30
501608,11
83388,6
83388,30
306136,6
306136,30
85382,6
85382,30
274903,6
274903,30
89815,6
89815,30
277704,11
277704,30
493387,30
493387,30
277568,6
277568,30
85622,6
85622,30
495251,30
495251,30
310193,6
334679,10
488398,11
335036,6
482888,11
277471,11
505832,6
488398,10
1247561,11
1247561,10
335036,10
85695,10
489348,10
1249021,15
482888,19
277471,19
494438,5
494438,19
489721,14
505832,14
498009,14
1249385,66
1013956,27
1249386,23
1249388,29
1249390,23
1249393,23
1249502,22
1249503,24
497104,27
85294,10
1249580,22
1249591,23
1249700,24
1249703,23
1249723,22
481363,24
1249713,23
1019706,65
1007053,65
1249704,24
1249724,24
1249704,17
1249729,23
1249704,17
1249706,23
1249730,27
1249732,24
106236,23
906257,65
492677,22
381116,23
1249770,23
909209,23
1249773,26
1249775,27
1249776,27
1249778,22
1249795,65
84668,23
1249797,29
1249801,23
1249802,24
486698,65
1019020,27
1249803,27
905321,23
1012809,23
915169,24
1249826,23
277743,23
1249832,29
1249835,23
1249836,22
1025503,23
1249837,27
998575,65
1249838,27
1249827,24
82764,5
489308,17
277743,23
85294,64
905321,23
905321,23
85629,10
85629,64
476488,10
1249021,81
334665,21
1247319,21
277639,5
82827,5
485965,12
487202,12
85607,12
491857,12
82836,6
521265,9
521265,8
334742,9
490656,28
334764,28
748261,28
449089,28
513562,28
763903,68
506630,13
506630,68
499544,67
479245,67
491857,67
495960,67
85704,67
500097,67
474210,67
85348,67
91563,69
333070,69
401541,69
306528,69
82810,69
82811,69
85487,69
486626,69
85559,69
335022,69
476488,64
82816,69
277691,69
334683,69
482215,69
509514,69
85415,69
92640,69
85596,69
495688,69
334744,69
334687,69
81964,69
518960,69
