382120,1
756937,1
2124,1
1247188,1
759298,1
345804,1
348524,1
1247189,1
257156,1
348316,1
399384,1
358479,1
1247190,1
395698,1
358450,1
13802,1
364683,1
449217,1
461557,1
506280,1
386558,1
230079,1
364276,1
360146,1
348307,1
465551,1
512080,1
424138,2
388567,1
337335,1
701504,1
262799,1
9008,1
337339,1
489442,1
35171,1
351479,1
515212,1
400299,1
8729,1
517981,17
34764,1
1247964,1
20205,1
749079,1
740327,2
354324,2
376092,2
731010,2
82034,2
365280,2
512046,2
449326,2
434288,2
357483,2
1247981,2
353651,2
732297,1
355479,2
251207,2
386135,1
760448,2
538484,2
248151,2
350588,2
350427,2
1247995,2
248135,2
751407,2
473696,2
5980,2
1248022,2
1248024,2
364898,2
533222,2
395924,2
535990,2
533902,2
739272,2
449838,2
516438,2
373523,2
24851,2
513195,2
363552,2
760829,2
644977,2
1248026,2
434091,2
521184,2
65437,2
1248029,2
8467,2
262998,2
247797,2
247911,2
361069,2
4694,2
357958,2
423677,2
733464,2
752885,2
759964,2
732751,2
262773,2
248152,2
337413,3
376633,2
387189,2
766157,1
1248035,2
540139,2
361437,3
371584,3
379161,3
402769,3
342045,3
1248046,3
398051,3
229933,3
764162,2
378183,3
519459,3
341580,3
5058,3
367378,3
3107,3
377387,3
252663,3
372324,3
370285,3
347423,3
13850,3
344502,3
344910,3
364112,3
347076,3
361876,3
351395,1
361918,3
377480,3
262981,3
1248106,3
6504,3
8051,3
445820,3
745916,3
1248107,3
344077,3
516456,3
258585,3
256182,3
1248070,3
519402,1
352808,1
1248594,1
405114,1
733601,2
494653,2
1248602,2
353579,2
19823,16
1248603,2
6378,1
439417,30
263397,30
7062,30
1248604,30
365060,30
463581,30
181949,30
534430,30
9483,30
464631,30
30370,30
547982,30
748230,30
376839,30
733534,30
1248605,30
262998,30
30922,30
1248606,30
1248607,30
373704,31
339353,31
339351,31
346557,31
446315,31
341768,31
359802,31
368871,31
16240,31
758052,31
724926,31
345737,31
360067,31
372670,31
1248608,31
486199,31
354604,31
517119,31
465580,31
495185,31
431561,31
364087,31
22687,31
360537,29
1248609,29
251207,29
354349,29
274960,29
551385,29
